"weekday","variable","inflow","outflow","total_flow","net_flow","lat","lon","capacity"
"Friday","Suffolk St & Stanton St",5.08588763690805,5.33472539594989,10.4206130328579,-0.248837759041841,40.72066442,-73.98517977,79
"Friday","University Pl & E 14 St",8.79544559136396,8.80813174690726,17.6035773382712,-0.0126861555432978,40.734814,-73.992085,61
"Friday","W 13 St & 7 Ave",4.42801985659128,4.59743125049248,9.02545110708376,-0.16941139390119,40.73781509,-73.99994661,47
"Friday","W 15 St & 7 Ave",5.85470018123079,6.15491293042313,12.0096131116539,-0.300212749192341,40.73935542,-73.99931783,79
"Friday","W 18 St & 6 Ave",7.33811362382791,7.50232448191632,14.8404381057442,-0.16421085808841,40.73971301,-73.99456405,69
"Friday","W 20 St & 7 Ave",5.70412103065164,5.95122527775589,11.6553463084075,-0.247104247104247,40.74238787,-73.99726235,44
"Friday","W 22 St & 10 Ave",6.74202190528721,7.17894570955795,13.9209676148452,-0.436923804270743,40.74691959,-74.00451887,75
"Friday","W 22 St & 8 Ave",5.89914112363092,6.20967614845166,12.1088172720826,-0.310535024820739,40.74475148,-73.99915362,66
"Friday","W 29 St & 9 Ave",2.28831455362068,2.32865810416831,4.61697265778898,-0.0403435505476319,40.7500727,-73.99839279,29
"Friday","W 37 St & 10 Ave",4.80584666298952,5.19021353715231,9.99606020014183,-0.384366874162793,40.75660359,-73.9979009,39
"Friday","W 37 St & 5 Ave",4.01512883145536,4.24426759120637,8.25939642266173,-0.229138759751004,40.75038009,-73.98338988,60
"Friday","W 4 St & 7 Ave S",6.18603734930266,6.34134425971161,12.5273816090143,-0.155306910408951,40.73401143,-74.00293877,28
"Friday","W 47 St & 10 Ave",4.61405720589394,4.96343865731621,9.57749586321015,-0.349381451422268,40.76269882,-73.99301222,39
"Friday","W 53 St & 10 Ave",4.19202584508707,4.52233866519581,8.71436451028288,-0.330312820108738,40.76669671,-73.99061728,29
"Friday","Washington Park",1.16421085808841,1.42344968875581,2.58766054684422,-0.259238830667402,40.6917823,-73.9737299,24
"Friday","Washington Square E",2.15901032227563,2.08431171696478,4.24332203924041,0.07469860531085,40.73049393,-73.9957214,62
"Friday","West St & Chambers St",10.5131195335277,10.6173666377748,21.1304861713025,-0.104247104247104,40.71754834,-74.01322069,113
"Friday","Willoughby Ave & Hall St",1.73540304152549,2.03120321487668,3.76660625640217,-0.295800173351194,40.69196035,-73.96536851,51
"Friday","6 Ave & Broome St",3.49389331021984,3.486250098495,6.98014340871484,0.00764321172484417,40.72431,-74.00473,72
"Friday","8 Ave & W 52 St",5.22236230399496,5.50941612166102,10.731778425656,-0.287053817666063,40.76370739,-73.9851615,31
"Friday","9 Ave & W 22 St",7.11196911196911,7.41903711291466,14.5310062248838,-0.307068000945551,40.7454973,-74.00197139,61
"Friday","Adelphi St & Myrtle Ave",1.93846032621543,2.13860215901032,4.07706248522575,-0.200141832794894,40.69308257,-73.97178913,28
"Friday","Atlantic Ave & Furman St",2.15467654243164,2.10684737215349,4.26152391458514,0.0478291702781495,40.69165183,-73.9999786,37
"Friday","Broadway & W 53 St",3.85399101725632,4.46095658340556,8.31494760066189,-0.60696556614924,40.76344058,-73.98268129,85
"Friday","Broadway & W 56 St",3.76566070443621,4.39011898195572,8.15577968639193,-0.624458277519502,40.7652654,-73.98192338,117
"Friday","Carlton Ave & Flushing Ave",1.09518556457332,1.07871720116618,2.1739027657395,0.016468363407139,40.697787,-73.973736,46
"Friday","Clermont Ave & Park Ave",0.787565991647624,0.905838783389804,1.69340477503743,-0.11827279174218,40.69573398,-73.97129668,19
"Friday","Columbia St & Rivington St",2.17981246552675,2.33259790402648,4.51241036955323,-0.152785438499724,40.71739973,-73.98016555,42
"Friday","Concord St & Bridge St",0.887873296036561,0.981167756677961,1.86904105271452,-0.0932944606413995,40.69766564,-73.98476437,19
"Friday","DeKalb Ave & S Portland Ave",1.63170750925853,1.78985107556536,3.42155858482389,-0.158143566306832,40.68981035,-73.97493121,23
"Friday","E 11 St & 1 Ave",5.36380111890316,5.56268221574344,10.9264833346466,-0.198881096840281,40.72953837,-73.98426726,61
"Friday","E 2 St & 2 Ave",3.91222125916003,3.97344574895595,7.88566700811599,-0.0612244897959187,40.72502876,-73.99069656,84
"Friday","E 30 St & Park Ave S",4.66385627610117,4.87629028445355,9.54014656055472,-0.212434008352376,40.74444921,-73.98303529,58
"Friday","E 31 St & 3 Ave",4.9129304231345,5.29225435347884,10.2051847766133,-0.379323930344339,40.74394314,-73.97966069,65
"Friday","E 47 St & Park Ave",6.80190686313135,7.17295721377354,13.9748640769049,-0.371050350642188,40.75510267,-73.97498696,111
"Friday","E 51 St & Lexington Ave",2.96856039713183,3.18627373729415,6.15483413442597,-0.21771334016232,40.75714758,-73.97207836,75
"Friday","E 53 St & Lexington Ave",2.87101095264361,2.9424001260736,5.8134110787172,-0.0713891734299894,40.75828065,-73.97069431,57
"Friday","E 58 St & 3 Ave",4.97517926089355,5.17989126152391,10.1550705224175,-0.204712000630368,40.76095756,-73.96724467,49
"Friday","Front St & Gold St",1.1431723268458,1.14167520289969,2.28484752974549,0.00149712394610368,40.70224,-73.982578,37
"Friday","Grand Army Plaza & Central Park S",6.248916555039,6.77503742809865,13.0239539831377,-0.526120873059648,40.7643971,-73.97371465,96
"Friday","Great Jones St",6.7186194941297,6.74761642108581,13.4662359152155,-0.0289969269561103,40.72743423,-73.99379025,23
"Friday","Hudson St & Reade St",3.10542904420455,3.28886612560082,6.39429516980537,-0.183437081396265,40.71625008,-74.0091059,55
"Friday","John St & William St",2.37246867859113,2.55984555984556,4.93231423843669,-0.187376881254432,40.70862144,-74.00722156,43
"Friday","Lafayette Ave & St James Pl",1.34859349145063,1.66771727996218,3.01631077141281,-0.319123788511544,40.68851534,-73.9647628,39
"Friday","Lispenard St & Broadway",4.04656843432354,4.07367425734773,8.12024269167126,-0.0271058230241907,40.71939226,-74.00247214,79
"Friday","MacDougal St & Prince St",6.15191868253093,6.22598691986447,12.3779056023954,-0.0740682373335435,40.72710258,-74.00297088,54
"Friday","Metropolitan Ave & Bedford Ave",4.14671814671815,4.1352139311323,8.28193207785045,0.0115042155858482,40.71534825,-73.96024116,55
"Friday","Norfolk St & Broome St",4.74147033330707,4.86675596879679,9.60822630210385,-0.125285635489718,40.7172274,-73.98802084,59
"Friday","Rivington St & Chrystie St",3.49893625403829,3.48183752265385,6.98077377669214,0.0170987313844457,40.72110063,-73.9919254,64
"Friday","Rivington St & Ridge St",2.97005752107793,3.24639508312978,6.21645260420771,-0.276337562051848,40.71850211,-73.98329859,61
"Friday","Stanton St & Chrystie St",4.31242612875266,4.29446064139942,8.60688677015208,0.0179654873532424,40.72229346,-73.99147535,47
"Friday","W 13 St & 5 Ave",4.36009770703648,4.48357103459144,8.84366874162793,-0.123473327554961,40.735445,-73.99431,43
"Friday","W 17 St & 8 Ave",4.77661334804192,4.88582460011031,9.66243794815223,-0.109211252068396,40.74177603,-74.00149746,74
"Friday","W 20 St & 8 Ave",4.81057442281932,5.03987077456465,9.85044519738397,-0.229296351745331,40.74345335,-74.00004031,84
"Friday","W 27 St & 7 Ave",6.59073359073359,6.87692065243086,13.4676542431644,-0.286187061697265,40.746647,-73.993915,49
"Friday","W 46 St & 11 Ave",3.88109684028051,4.11275707194075,7.99385391222126,-0.231660231660231,40.76341379,-73.99667444,25
"Friday","W 52 St & 11 Ave",3.38168781025924,3.6173666377748,6.99905444803404,-0.235678827515562,40.76727216,-73.99392888,55
"Friday","Watts St & Greenwich St",3.47372153494602,3.62776770940036,7.10148924434639,-0.154046174454338,40.72405549,-74.00965965,35
"Friday","6 Ave & Canal St",3.74454337719644,3.6752028996927,7.41974627688913,0.0693404775037427,40.72243797,-74.00566443,73
"Friday","Allen St & Hester St",4.85667008115988,5.08084469308959,9.93751477424947,-0.224174611929714,40.71605866,-73.99190759,117
"Friday","Allen St & Stanton St",4.48325585060279,4.69458671499488,9.17784256559767,-0.211330864392089,40.722055,-73.989111,49
"Friday","Barclay St & Church St",4.29903080923489,4.50460956583406,8.80364037506895,-0.205578756599165,40.71291224,-74.01020234,37
"Friday","Barrow St & Hudson St",5.83744385785202,6.07690489323142,11.9143487510834,-0.239461035379403,40.73172428,-74.00674436,45
"Friday","Broadway & Battery Pl",4.2356000315184,4.11575131983295,8.35135135135135,0.119848711685447,40.70463334,-74.01361706,47
"Friday","Broadway & E 14 St",9.86321014892443,10.1991174848318,20.0623276337562,-0.335907335907336,40.73454567,-73.99074142,114
"Friday","Central Park S & 6 Ave",6.26830037034119,6.61429359388543,12.8825939642266,-0.345993223544244,40.76590936,-73.97634151,73
"Friday","Cliff St & Fulton St",2.90733590733591,3.0475139862895,5.9548498936254,-0.140178078953589,40.70838,-74.00495,65
"Friday","E 16 St & 5 Ave",6.46308407532897,6.66905681191396,13.1321408872429,-0.205972736584981,40.73726186,-73.99238967,63
"Friday","E 27 St & 1 Ave",4.87644787644788,5.1390749349933,10.0155228114412,-0.262627058545426,40.739445,-73.976806,87
"Friday","E 45 St & 3 Ave",3.40910881727208,3.55432984004413,6.96343865731621,-0.145221022772043,40.75255434,-73.97282625,46
"Friday","E 60 St & York Ave",1.10211961232369,1.18225514143881,2.28437475376251,-0.0801355291151209,40.759107,-73.959223,33
"Friday","Henry St & Grand St",4.02702702702703,4.29241194547317,8.3194389725002,-0.265384918446143,40.714211,-73.981095,36
"Friday","Lafayette Ave & Classon Ave",1.39650145772595,1.52265384918446,2.91915530691041,-0.126152391458514,40.68900443,-73.96023854,27
"Friday","Lefferts Pl & Franklin Ave",1.05279331809944,1.11559372783863,2.16838704593807,-0.0628004097391852,40.680342423,-73.9557689392,25
"Friday","Old Fulton St",2.58435111496336,2.43519029233315,5.01954140729651,0.14916082263021,40.70277159,-73.99383605,39
"Friday","S 4 St & Wythe Ave",3.47427310692617,3.64139941690962,7.11567252383579,-0.167126309983453,40.71285887,-73.96590294,24
"Friday","Vesey Pl & River Terrace",6.95752895752896,7.19832952486014,14.1558584823891,-0.240800567331179,40.7153379,-74.01658354,57
"Friday","W 21 St & 6 Ave",11.5187928453235,11.8773934284138,23.3961862737373,-0.35860058309038,40.74173969,-73.99415556,74
"Friday","W 54 St & 9 Ave",3.42077062485226,3.67496651170121,7.09573713655346,-0.254195886848948,40.76584941,-73.98690506,44
"Friday","W 59 St & 10 Ave",3.77094003624616,4.19580805295091,7.96674808919707,-0.424868016704751,40.770513,-73.988038,117
"Friday","Bank St & Hudson St",3.72413521393113,3.87668426443937,7.6008194783705,-0.152549050508234,40.73652889,-74.00618026,27
"Friday","E 15 St & 3 Ave",5.61011740603577,5.81041683082499,11.4205342368608,-0.20029942478922,40.734232,-73.986923,77
"Friday","E 25 St & 2 Ave",5.63808998502876,6.20526357261051,11.8433535576393,-0.567173587581751,40.73912601,-73.97973776,79
"Friday","E 32 St & Park Ave",6.22362303994957,6.67559687967851,12.8992199196281,-0.451973839728941,40.7457121,-73.98194829,55
"Friday","Lafayette St & E 8 St",9.1801276495154,9.24875896304468,18.4288866125601,-0.0686313135292735,40.7302066052995,-73.9910262823105,105
"Friday","St Marks Pl & 1 Ave",4.90639035536995,5.06839492553778,9.97478528090773,-0.162004570167836,40.72779126,-73.98564945,69
"Friday","W 41 St & 8 Ave",9.33669529587897,9.72405641793397,19.0607517138129,-0.387361122054999,40.75640548,-73.9900262,103
"Friday","W 45 St & 8 Ave",4.67409975573241,5.16310771412812,9.83720746986053,-0.489007958395713,40.75929124,-73.98859651,65
"Friday","Washington Pl & 6 Ave",3.97919785674888,4.03088803088803,8.01008588763691,-0.0516901741391536,40.73224119,-74.00026394,76
"Friday","Lexington Ave & E 29 St",3.80836813489875,4.06737057757466,7.87573871247341,-0.259002442675913,40.7431155537649,-73.9821535348892,54
"Friday","W 24 St & 7 Ave",6.59601292254353,6.88290914821527,13.4789220707588,-0.286896225671736,40.74487634,-73.99529885,79
"Friday","W Broadway & Spring St",3.47340635095737,3.28831455362068,6.76172090457805,0.185091797336695,40.7249467235942,-74.0016585588455,66
"Friday","Carmine St & 6 Ave",7.73225120163896,7.85351824127334,15.5857694429123,-0.121267039634387,40.73038599,-74.00214988,63
"Friday","Cumberland St & Lafayette Ave",1.39823496966354,1.57127097943424,2.96950594909779,-0.173036009770704,40.68753406,-73.97265183,31
"Friday","W 16 St & The High Line",4.98904735639429,5.10921125206839,10.0982586084627,-0.1201638956741,40.74334935,-74.00681753,60
"Friday","1 Ave & E 44 St",3.37814199038689,3.52155070522417,6.89969269561106,-0.143408714837286,40.75001986,-73.96905301,87
"Friday","3 Ave & Schermerhorn St",1.29926719722638,1.32519108029312,2.6244582775195,-0.0259238830667401,40.68683208,-73.9796772,35
"Friday","Cadman Plaza E & Red Cross Pl",1.5462138523363,1.69387755102041,3.24009140335671,-0.147663698684107,40.69991755,-73.98971773,39
"Friday","Cadman Plaza E & Tillary St",0.993932708218423,1.09431880860452,2.08825151682295,-0.1003861003861,40.69597683,-73.99014892,52
"Friday","DeKalb Ave & Hudson Ave",3.0221416752029,2.24734063509574,5.26948231029864,0.774801040107163,40.689888,-73.981013,74
"Friday","E 53 St & Madison Ave",3.52202348120715,3.65865574028839,7.18067922149555,-0.136632259081239,40.7597108,-73.97402311,51
"Friday","Franklin St & W Broadway",2.93538728232606,2.97439130092191,5.90977858324797,-0.0390040185958549,40.71911552,-74.00666661,33
"Friday","Lawrence St & Willoughby St",3.03939799858167,3.08226302103853,6.1216610196202,-0.042865022456859,40.69236178,-73.98631746,39
"Friday","W 42 St & 8 Ave",5.27562839807738,5.73154203766449,11.0071704357419,-0.455913639587109,40.7575699,-73.99098507,41
"Friday","West Thames St",3.83531636592861,4.28004097391853,8.11535733984714,-0.444724607989914,40.70834698,-74.01713445,73
"Friday","10 Ave & W 28 St",4.06752816956899,4.20297848869277,8.27050665826176,-0.135450319123788,40.75066386,-74.00176802,69
"Friday","Bedford Ave & S 9 St",0.581120479079663,0.662359152155071,1.24347963123473,-0.0812386730754078,40.70853074,-73.96408963,23
"Friday","Broad St & Bridge St",1.90213537152313,1.83823181782365,3.74036718934678,0.0639035536994721,40.70365182,-74.01167797,49
"Friday","Canal St & Rutgers St",5.65077614057206,5.95453470963675,11.6053108502088,-0.303758569064691,40.71427487,-73.98990025,45
"Friday","Centre St & Worth St",2.95681979355449,3.06335198171933,6.02017177527382,-0.106532188164842,40.71494807,-74.00234482,82
"Friday","Columbia Heights & Cranberry St",0.824678906311559,0.941690962099125,1.76636986841068,-0.117012055787566,40.70037867,-73.99548059,37
"Friday","E 17 St & Broadway",11.4641084232921,11.4681270191474,22.9322354424395,-0.0040185958553316,40.73704984,-73.99009296,97
"Friday","Harrison St & Hudson St",1.96564494523678,2.01662595540147,3.98227090063825,-0.0509810101646835,40.71870987,-74.0090009,39
"Friday","Henry St & Atlantic Ave",2.07083760144985,2.12938302734221,4.20022062879206,-0.0585454258923646,40.69089272,-73.99612349,23
"Friday","LaGuardia Pl & W 3 St",5.23788511543614,5.17232684579623,10.4102119612324,0.0655582696399017,40.72917025,-73.99810231,51
"Friday","Madison St & Montgomery St",1.96871798912615,2.12268536758333,4.09140335670948,-0.153967378457174,40.713126,-73.984844,20
"Friday","W 34 St & 11 Ave",4.56480970766685,4.58742415885273,9.15223386651958,-0.0226144511858797,40.75594159,-74.0021163,80
"Friday","11 Ave & W 59 St",4.3469387755102,4.58616342289812,8.93310219840832,-0.239224647387912,40.7714967105444,-73.9904603362083,24
"Friday","Bus Slip & State St",2.16925380190686,2.15688283035222,4.32613663225908,0.0123709715546449,40.701907,-74.013942,69
"Friday","Cherry St",1.90977858324797,2.15247025451107,4.06224883775904,-0.2426916712631,40.71219906,-73.97948148,36
"Friday","Clinton St & Grand St",4.78606886770152,5.08502088093925,9.87108974864077,-0.298952013237727,40.71559509,-73.9870295,69
"Friday","Clinton St & Joralemon St",2.1564888503664,2.22898116775668,4.38547001812308,-0.0724923173902767,40.69239502,-73.99337909,50
"Friday","E 12 St & 3 Ave",4.7968639193129,4.93239303443385,9.72925695374675,-0.135529115120952,40.73223272,-73.98889957,70
"Friday","E 3 St & 1 Ave",2.91096052320542,2.96438420928217,5.87534473248759,-0.0534236860767474,40.72467721,-73.98783413,59
"Friday","E 47 St & 1 Ave",2.18351587739343,2.26877314632417,4.4522890237176,-0.0852572689307385,40.75206862,-73.96784384,70
"Friday","E 55 St & 2 Ave",3.04113151051927,3.19557166495942,6.23670317547869,-0.154440154440155,40.75797322,-73.96603308,29
"Friday","Lexington Ave & E 24 St",4.58112047907966,4.69379875502324,9.27491923410291,-0.112678275943582,40.74025878,-73.98409214,79
"Friday","Maiden Ln & Pearl St",2.486250098495,2.57528957528958,5.06153967378457,-0.0890394767945786,40.70706456,-74.00731853,29
"Friday","Murray St & West St",3.1257584114727,3.13009219131668,6.25585060278938,-0.00433377984398398,40.71503,-74.01246,61
"Friday","Reade St & Broadway",2.70419982664881,2.84051690174139,5.5447167283902,-0.136317075092585,40.71450451,-74.00562789,62
"Friday","S Portland Ave & Hanson Pl",1.32156646442361,1.36616499881806,2.68773146324167,-0.0445985343944526,40.68539567,-73.97431458,27
"Friday","St James Pl & Oliver St",2.60830509810102,2.70049641478213,5.30880151288314,-0.0921913166811126,40.71307916,-73.99851193,48
"Friday","Stanton St & Mangin St",1.65077614057206,1.78717201166181,3.43794815223387,-0.136395871089749,40.71782143,-73.97628939,19
"Friday","W 25 St & 6 Ave",5.96895437711764,6.19005594515799,12.1590103222756,-0.221101568040344,40.74395411,-73.99144871,51
"Friday","W 43 St & 6 Ave",2.5414860925065,2.71412812229139,5.25561421479789,-0.172642029784887,40.75527307,-73.98316936,63
"Friday","W 52 St & 5 Ave",3.70616972657789,3.71822551414388,7.42439524072177,-0.0120557875659917,40.75992262,-73.97648516,61
"Friday","W 56 St & 6 Ave",2.32314238436687,2.27617997005752,4.59932235442439,0.0469624143093532,40.76340613,-73.97722479,54
"Friday","1 Ave & E 30 St",5.08115987707824,5.29067843353558,10.3718383106138,-0.209518556457332,40.74144387,-73.97536082,38
"Friday","11 Ave & W 27 St",6.00409739185249,6.15774958632101,12.1618469781735,-0.153652194468521,40.751396,-74.005226,45
"Friday","12 Ave & W 40 St",8.06035773382712,8.04727759829801,16.1076353321251,0.0130801355291155,40.76087502,-74.00277668,76
"Friday","9 Ave & W 45 St",6.16846584193523,6.49996060200142,12.6684264439366,-0.331494760066189,40.76019252,-73.9912551,31
"Friday","Broadway & Berry St",2.41635804901111,2.55291151209519,4.9692695611063,-0.136553463084076,40.7103612992258,-73.9653038978577,34
"Friday","Broadway & W 38 St",2.92837443857852,3.09542195256481,6.02379639114333,-0.167047513986289,40.7529728216068,-73.9873489737511,68
"Friday","Clark St & Henry St",2.3463084075329,2.84051690174139,5.18682530927429,-0.494208494208494,40.69760127,-73.99344559,43
"Friday","Clinton St & Tillary St",1.1969111969112,1.32314238436687,2.52005358127807,-0.126231187455677,40.6962329712932,-73.9914205670357,33
"Friday","DeKalb Ave & Vanderbilt Ave",1.76841856433693,2.0767473012371,3.84516586557403,-0.308328736900165,40.68940747,-73.96885458,23
"Friday","Duffield St & Willoughby St",1.82113308643921,1.89480734378694,3.71594043022614,-0.0736742573477269,40.69221589,-73.9842844,48
"Friday","E 19 St & 3 Ave",3.97746434481128,4.29903080923489,8.27649515404617,-0.321566464423607,40.73624527,-73.98473765,35
"Friday","E 33 St & 5 Ave",5.2663304704121,5.48782601843826,10.7541564888504,-0.22149554802616,40.74765947,-73.98490707,60
"Friday","FDR Drive & E 35 St",4.89622567173588,5.3708139626507,10.2670396343866,-0.474588290914821,40.744219,-73.97121214,123
"Friday","Greenwich Ave & 8 Ave",6.96737845717438,7.02781498699866,13.995193444173,-0.060436529824285,40.7390169121,-74.0026376103,75
"Friday","Market St & Cherry St",1.65180048853518,1.71003073043889,3.36183121897408,-0.0582302419037113,40.71076228,-73.99400398,45
"Friday","Pike St & Monroe St",1.95437711764242,2.14017807895359,4.09455519659601,-0.185800961311165,40.71173107,-73.99193043,27
"Friday","South St & Gouverneur Ln",3.68662831928138,3.81246552675124,7.49909384603262,-0.12583720746986,40.70355377,-74.00670227,43
"Friday","South St & Whitehall St",2.93633283429202,2.96249310535025,5.89882593964227,-0.0261602710582305,40.70122128,-74.01234218,55
"Friday","W 11 St & 6 Ave",3.6846584193523,3.7629028445355,7.44756126388779,-0.0782444251832004,40.73532427,-73.99800419,47
"Friday","W 43 St & 10 Ave",5.49759672208652,5.85871877708612,11.3563154991726,-0.361122054999606,40.76009437,-73.99461843,117
"Friday","W 51 St & 6 Ave",2.73965802537231,2.59947994641872,5.33913797179103,0.14017807895359,40.7606597,-73.98042047,81
"Friday","Wythe Ave & Metropolitan Ave",3.72311086596801,3.7611693325979,7.48428019856591,-0.0380584666298951,40.716887,-73.963198,57
"Friday","Bialystoker Pl & Delancey St",1.88156961626349,2.26443936648018,4.14600898274368,-0.382869750216689,40.71622644,-73.98261206,33
"Friday","Broadway & W 37 St",2.59160034670239,2.9557166495942,5.54731699629659,-0.364116302891813,40.75172632,-73.98753523,57
"Friday","E 23 St & 1 Ave",5.68576156331258,6.09022141675203,11.7759829800646,-0.404459853439445,40.736502,-73.97809472,27
"Friday","E 56 St & 3 Ave",1.84619021353715,1.9217555748168,3.76794578835395,-0.075565361279647,40.75934501,-73.96759673,79
"Friday","E 56 St & Madison Ave",2.05649672996612,2.02694823102986,4.08344496099598,0.0295484989362542,40.761573,-73.972628,33
"Friday","Grand St & Greene St",3.25703254274683,3.21802852415097,6.4750610668978,0.0390040185958553,40.7217000523561,-74.002381414175,45
"Friday","Leonard St & Church St",2.73626979749429,2.86636198881097,5.60263178630526,-0.130092191316681,40.717571,-74.005549,54
"Friday","Liberty St & Broadway",3.36939563470176,3.60357733827122,6.97297297297297,-0.234181703569459,40.70905623,-74.01043382,67
"Friday","MacDougal St & Washington Sq",3.8323221180364,3.88708533606493,7.71940745410133,-0.054763218028524,40.73226398,-73.99852205,33
"Friday","Monroe St & Classon Ave",0.710030730438894,0.871720116618076,1.58175084705697,-0.161689386179182,40.6845683,-73.95881081,19
"Friday","Sullivan St & Washington Sq",4.98668347647939,4.99038688834607,9.97707036482547,-0.00370341186667744,40.73047747,-73.99906065,25
